username,rating,comment
yanirwn359,4,"Sepadan dengan Harga:ok lh dengan harga sgtu
Fitur Terbaik:suara nya bagus cmn di mic nya kurang bgus"
_x0of9bmbg,5,Barang ok..suara bagus..berfungsi dengan baik..gak ada yang cacat..trima kasih
n*****2,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:ya"
riskamaulani055,5,Paket datang cepat. Barang bagus. Dengan harga segitu udah dapet 1 paket
abykaisan,5,bagus...pengiriman cepat banget...anakku suka...alhamdulillah...tokonya amanah
nosida_devi26,4,"Fitur Terbaik:ok
Sepadan dengan Harga:ok

Bagus sesuai pkoknya"
mutiaranur1305,5,"Barangnya bagus, pengirimannya cepat, sesuai lah barang dan harganya👍"
yan6huqhpd,5,"Fitur Terbaik:mantap

good choice .
makasih shopee + seller"
erla_nesyawati25,5,"Alhamdulillah, sudah datang speaker bluetooth nya . Suaranya mantap"
dheyfitri,5,Speaker sudah sampai. Speaker original. Terimakasih seller ya
bangj1984,5,Kwalitas produk cukup bagus berfungsi normal respon penjual juga cepat
sita.sugengh,5,Barang bagus ... Pengiriman cepat ... Semoga ayah saya suka
ahmadharir,5,Alhamdulillah barang bisa dipakai dengan baik..semoga awet
hanikusumar,5,"Sepadan dengan Harga:Bagus sesuai harga

Kecil2 cabe rawit...
Anakku suka banget buat karaokean...
Mksh seller...
Paket aman nyampe rumah"
j*****h,5,
f*****3,5,"terimakasih banyak barang sudah sampai 
alhamdulillah cukup bagus...
buat anak 👦💖"
shoppingshoppp,1,"Nggak AMANAH ,BLUETOOTH EMG NGAK BISA ,AJUKAN PENGEMBALI.AN JUGA DI PERSULIT ,SEMOGA DAPAT KARMA
.saya buat apa bohong.in penjual ,Yang mau beli hati hati Dulu ,Bukan saya saja yang Rusak bluetoothnya"
kh3ys4,5,"MET siang ,. Barang dah mendarat dng selamat tanpa cacat ,. Tapi sayang kabel untuk cas terlalu pendek ,. TapI GK papa ,. Smoga sukses selalu tuk seler n shopii n kurir ,. Jempol 10 smua"
fahmiyayanto,4,"Sepadan dengan Harga:sesuailah dengan harga,,👍🏻"
deanita_12,5,"Fitur Terbaik:ok sesuai harga
Sepadan dengan Harga:ok

Bagus..gk ada masalah lgs bisa dicoba. Anak seneng. Thanks seller..sukses selalu"
yxvb7l9ilk,5,"Pengiriman cepat,,bagus aman dan realpick,,orderan yg ke 4 aman juga tanpa ada yg ccat,,ttep pertahankan kualitas dan packing👍👍👍👍👍👍"
muhammadrazan50,5,Mantab sesuai dengan pesanan... Dan pengiriman sangat cepat .... Dan keramahan kurir nya terimakasih
k*****9,5,"Fitur Terbaik:berfungsi dengan baik
Sepadan dengan Harga:terjangkau

Barang mantap , pengemasan cepat 👍👍👍👍👍👍"
budisantoso1021,5,lumayan sih buat hiburan kalo di rumah harga termasuk murah lah ya segitu udah free mic siip deh pokoknya👍
m*****4,5,"Fitur Terbaik:bagus, berfungsi dgn baik,. packing aman
Sepadan dengan Harga:oke"
9xh6qys4ns,1,"Sepadan dengan Harga:harga mahal kwalitas jelek bangett,nggak menyala pula😥😥"
s*****o,5,"Fitur Terbaik:bisa bunyi dan menyala

Terimakasih atas waktunya mengirimkan pesanannya, semoga awet dan semoga amanah tokonya"
nabilastore_14,3,"Sepadan dengan Harga:gk bisa disambungkan di bloetootnya,dan harus beli adaptor,biar nymbung
Fitur Terbaik:kecewa banget"
mohrezhamahendra,5,"Sepadan dengan Harga:sangat sepadan dgn harganya,

Lumayan bagus, sesuai dengan kebutuhan suara lumayan besar dan mantap"
moh.rachmadhidayat_007,5,"Fitur Terbaik:mantab suara joss smoga awet
Sepadan dengan Harga:sesuai harga kualitasx n dpt mic hehe"
dennychp,5,"keren nih, recom banget, barang berfungsi dengan baik, thanks"
erlyerlia,5,Terimakasih barang di terima dengan baik ...semoga awet......
antok2878,5,Fitur Terbaik:barang sdah d trima dngan walaupun sedikit peyok kardosnya..AlhamdulillahbAman dalamnya
aseptoto660,3,"Lumayan lah buat segitu,bahan plastik, speaker nya agak g mana yaa"
0*****a,5,"Bagus barang nya GK ada lecet sama sekali,cuman agak lama pengiriman nya"
amel__21,5,
_s1p9arucp,5,
holydifa89,1,Produk mati. Kualitas jelek. Mengajukan pengembalian tapi no respon.
t8o5x6iyi6,3,Mp3 nya mungkin terkena serangan jantung jadi kalau pakai mik sering tekejot mati Matian. Ya biasalah sesuailh dengan harga murah nya
idabagus651,4,"Fitur Terbaik:suara mic ngebas

Suara 🔊mantap, semoga awet,"
jungnaxx,5,"Sepadan dengan Harga:sepadan
Fitur Terbaik:bisa sambil karaoke"
wawa2003,5,"Fitur Terbaik:Bagus suara keras dan baterai tahan lama
Sepadan dengan Harga:Tidak sepadan dengan harga yang sangat murah

Harga terlalu murah tapi speaker tidak murahan. Suara juga jernih dan keras. Batrei lumayan panjang juga.makasih admin"
mawarmawar955,5,"Sepadan dengan Harga:murah berkwalitas
Fitur Terbaik:bagus

Udah 2x beli disini sangat memuaskan ..."
m*****0,4,"Sepadan dengan Harga:sepadan dengan kualitas

Barang sampai dengan selamat sesuai dengan pesanan"
mohnfathoni,5,"Sepadan dengan Harga:Ya
Fitur Terbaik:Lumayan

Wes salon nya jos gandos mbeldos rodok atoz tapi apik. Wes gitu wae."
8pixyaf1fm,3,Spiker lepas Bluetooth tidak dpt tersambung
murtiniardhin1,4,"Sepadan dengan Harga:sepadan

Barang bagus sesuai Harga ... Trmksh kak .."
p*****d,4,"Sepadan dengan Harga:worth it lah
Fitur Terbaik:baik

Thanks kak, barang sesuai pesanan🫰 tapi mic nya kabelnya putus😥😥 next time dicek lagi ya kak sebelum dikirim"
aqn0gkhtr9,5,Normal semua. Sangat memuaskan 😍😍
noviaaaaapp11,5,Thx seller paket mendarat dengan selamat barang sesuai dengan pesanan packing aman semoga seller selalu amanah dan dilancarkan rejekinya aamiin
s*****s,5,"Sangat sangat puas, bagusss"
8srhs5fh1j,4,Bagus
proboling,5,"Sepadan dengan Harga:bagus sesuai expetasi
Fitur Terbaik:good job

Bagus semua ok ok saja"
288_85,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:sesuai harga

Bagus smua dan berfungsi dengan baik.."
lupita_cell,3,"Fitur Terbaik:Barang sampai batrei d dalamnya udah copot.

Ntah dari kurirnya atau dari sananya barang sampai ga bisa d pakai.. Stelah aku bnerin mlah batreinya yang d alam copot.. Semoga pengepakannya dperbagus ya min"
r*****7,1,"Kecewa banget sama toko ini, barag gak berguna di jual, merk yg di deskripsi beda dengan yg dikirim. Parah nya lagi pas di retur dia gak mau kerjasama.  Makan itu uang. 👎👎👎👎"
iwanhanafi1335,5,"Sepadan dengan Harga:bagus

Oke barang bagus barang mendarat dengan aman"
lalladkp,2,"Fitur Terbaik:kurang baik suara mic nya
Sepadan dengan Harga:cocok harga segini

Cocok dengan harga, cuma kurir korupsi, di pesanan cuma 53,kurir melebih lebihkan ,Yudah gpp hehe"
firdahwati018,4,"Sepadan dengan Harga:suara lumayan Ok sepadan dg harga
Fitur Terbaik:ok banget buat hiburan dirumah maupun diluar rumah"
ditaamly,5,Alhamdulillah udh sampai bgt si tapi kalau di sambungin di HP suka nyendat2 kalau pakai flesdis lancar tapi ya sesuai harga la masih di maklum i makasih yaaa🙂
33q0iep7dt,4,"Bagus kak, tp sesuai yg kakak bilg radiony tidak berfungsi 😅"
novitaa1399,3,Barang awalnya nyala tapi setelah dicoba bunyi sebentar lalu mati . Dicoba di CES tetep gak bisa. Nyoba ngajuin pengembalian barang tapi gak di ACC SMA shopee
prabusentiaki,5,"Tadi pas nyampe isi dalemnya PD lepas semua speaker ny lepas kabel² ny jg,, akhirnya benerin LG ke konter,,, entah salah siapa kok rusak begitu"
r*****_,3,"Barang oke, kecil ternyata tapi suaranya keras.....  Gak ada masalah cuma Bintang 3 buat seller yg no respon... Kurang respect sama pelanggan."
chuz_nul90,5,Dari penampakan luar aman gk ada lecet.. Bagus.. Tapi gk bisa conect ke semua tipe hp.. Dan suaranya putus2
dz90aknfkt,3,Barang rusak tidak bisa di gunakan kok di kirim harusnya di cek tolong lebih teliti dalam mengirim produk agar tidak mengecewakan pelanggan
ringgooktaaa,5,"Sepadan dengan Harga:standart
Fitur Terbaik:~ usb dan bluetooth

sesuai harga lah ya suara sama kualitas bentuk nyaa 😂😂 ..."
irianamaharani,2,"Fitur Terbaik:baik
Sepadan dengan Harga:sesuai

Sayang bunyi nya macet macet, next kalau mau kirim barang di coba dlu ya, sedikit kecewa aja"
novitaanggraeni519,5,toko terdebes nich...pngemsan cpet bgt brngx jg berfngsi smua...trmkasih anakq suka
verafitri00_,5,Barang bagus berfungsi.  Bisa nyala tapi pas awal di buka ga ada batrenya dikira rusak ga nyala rapi di cas  bentar terus bisaa..
pujirahayu468,3,"Mic nya oke, barang nya berfungsi tp sayang Bluetooth nya gak mau connect.. Belum di coba yg lain moga"" Bisa pake flashdisk"
s*****5,5,"Fitur Terbaik:baik
Sepadan dengan Harga:sepadwn

Sangat murah,untuk aku yg untuk di jual lagi,sangat rekomended syekali bestie"
ekamatra,4,"Fitur Terbaik:baik
Sepadan dengan Harga:iya

Lumayan tapi utk bass kurang"
bambangulum,5,"Fitur Terbaik:ok
Sepadan dengan Harga:bagus

Ok trimss, tadi batrenya copot untung bisa benerin, tolong ntar di lagi yaa"
samaransamaran091,3,Maaf kak saya kasih bintang 3 karena batrainya lepas terus bunyinya ngembreng
n*****a,5,"Gak nyangka, the best deh... Paket datang dgn aman...
Cepat jg sampainya... Thanks seller. Sukses selalu."
dewi_setiawan91,5,Recomen deh pkok nya..cuma sayang..pesen warna merah datang nya gx ada warna nya🤣🤣 barang nya bagus..
sitiromlahsherdanl,4,"Batereinya kurang awet,,barang realpict,,bassnya juga kurang mantap"
n*****s,5,"Berfungsi sangat baik, sesuai harganya. Pengiriman cepat. Walaupun pesan gak dibalas tapi tidak mengecewakan."
hy78tbbi9h,5,"Fitur Terbaik:ya
Sepadan dengan Harga:ya

Barangnya sangat bagus,, top lah pokoknya,,"
avriliyalovestore,2,"Fitur Terbaik:tidak
Sepadan dengan Harga:tidak

Saya beli pertama kali memang bagus pas beli yang kedua kalinya sangat mengecewakan karna barang baru datang pas saya unboxing suaranya putus² gabisa lancar saya kjra baterainya habis setelah dicas ttp saja. Saya coba lihat ditukang servis ternyata baterai dalmnya yg bermasalah aski kecewa bet sih buat kalian yg mo bli jan lupa di video unboxing takutnya"
h*****i,5,Alhamdulillah sudah sampai . Sesuai dengan poto nya .trimakasih  seller shopee
lutfiaadn,4,"oke deh pokoknya, tapi speakernya emang agak ga jelas ya buat disambungin? sesuai lah sama harga, suaranya mantul. thank seller"
ikaputry99,5,"Sepadan dengan Harga:sangat terjangkau
Fitur Terbaik:sangat baik

Memuaskan sekali, dgn hrga segitu dah dapat speaker bluetooth + mic.. Semoga aja awet😊"
water_melan,5,"Fitur Terbaik:baik
Sepadan dengan Harga:sepadan

Murah banget harga segitu dapet sound nyaring"
azlansyaaaa,5,"Alhamdulillah, selamat sampai tujuan, dan oke semua..."
uswaa_11,5,Fitur Terbaik:worthit lah yaa buat harga segitu
syafiirahmawan,5,
masjum163,5,"Fitur Terbaik:semua berfungsi dengan baik
Sepadan dengan Harga:harganya murce bangett

Suara spekernya sangat keras,,oke banget ada free karaoke,,,semua berfungsi dengan baik"
m*****4,5,"Fitur Terbaik:barang persis di hambar
Sepadan dengan Harga:pas di kantong

Bluetooth ya sudah nyambung ke hp,, tp knp suaranya tidak keluar ya 🤔"
fitrikiakila,5,"Sepadan dengan Harga:murah sesuai dengan harganya
Fitur Terbaik:baik kualitas bagus

Pengiriman cepat bagus nyala semua"
akilakanzadewi,2,"Lampu hidup tapi suaranya gak ada,,mic-nya juga gak nyala,,"
nurulshopi1987,5,"Fitur Terbaik:sesuai
Sepadan dengan Harga:46rb

Gk ngecewain,,lumayan buat hiburan tmpa harus keluar rumah😁😁👍"
mbakkus210,3,"Kecewa bluthout tidak berfungsi perangkat GK trsambung,Uda d coba dgn 3 hp ttp GK bisa.😕 gak bisa di pakai .gak bisa jg di kembalikan...gpp mungkin blom rezeki.😞"
renndyy579,1,"Sepadan dengan Harga:bunyi nya ga enak, maksdnya nyala mati nyala mati, dan barang nya bagus cuman bgtu lah"
aisdoang774,5,"Fitur Terbaik:ok
Sepadan dengan Harga:ok

Mantul sekali GK maen maen kualitas ok"
sabariyahfaiz0102,5,"Sepadan dengan Harga:ok
Fitur Terbaik:ok

Bagus tidk pernah kecewa 
Kuriri ramah"
shindyramadhanty,5,"Speakernya praktis klo di bawa"" , buat karaokean di kamar enakenn  kurng keras juga suaranya tpi gapapa ada harga ada barang tpi masih asik enak buat dengerin lagu"
m*****9,5,"Baguuus. 
Produk asli 
Rekomend buat dibelii
Kualitas mantaaf 
Pengiriman jg gak lamaaaaaaaaa"
a*****5,2,"speaker nya bagus, tapi mic nya udah ga berfungsi. baru 3 hari pdhal :(("
nikenkiswari23,3,Kurang baik karena soundnya tidak ada murnya di jatuh2 bergerak2 takut kabelnya patah
inaandut,4,"Fitur Terbaik:Bagus tapi sayang bila di nyaringi suaranya meledak seperti getarw gitu
Sepadan dengan Harga:iya pas dengan harga

Alhamdulillah saya suka pesan datang dengan aman tidak ada 1 pun lecet"
hanz_wiskey12,5,"Sepadan dengan Harga:ya
Fitur Terbaik:ya

Barang sudah saya terima overall bagus..semoga awet aja
Terimakaaih seller..🙏🙏"
meyenk_87,5,Pengiriman cepat barang sesuai pesanan terimakasih
annisahumaero868,4,Speaker bluetooth nya asli bagus harga sesuai pesanan 👍 anak sy sukaa
sidia19,5,Enteng speaker nya
frendy1504,5,"Fitur Terbaik:baik
Sepadan dengan Harga:baik

Maaf kk video nya gak sesui 
Soal nya barang nya udah di ambil yg punya"
h*****d,5,Bagus banget. Harga segitu dengan kualitas seperti ini bener bener murah. Semoga awet
srie_hayati16,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:iyaa

Alhamdulillah barang udah sampai kurir ramah+langganan dan tetangga😁😅😅"
i*****i,5,Speaker bluetooth portable free mic karaoke baik semua bagus 👍🏻
l*****4,5,"Fitur Terbaik:baik
Sepadan dengan Harga:ok

Packing rapi dan aman..
Harga terjangkau, anak2 suka..ada bluetooth nya..
Namun sayang mix nya jatuh satu kali.. mix nya sdh ndak bisa digunakan lg..
Trima kasih seller"
nilaarifatulazizah300,3,"Harganya :murah sepadan dengan barangnya 
Fitur: fiturnya baik pengiriman cepat untuk suara ya tau la gimana dengan harga segitu,tapi cukup memuaskan"
sitirohma571,4,Sepadan dengan Harga:sesuai dengan yg dharapkan
hanida77,5,"Sepadan dengan Harga:worth it

Lucu sih bentuknya mini, worth it sama harganya 🤣 mic nya kadang bisa kadang ngga connect. But so far yaudah gapapa"
r*****7,4,"Barang lumayan bagus, pengiriman cepat, tapi lampunya kok gak nyala kayak yang di gambar ya kak... Tapi ok lah,  thanks...."
xf5mkw8kz1,5,"Fitur Terbaik:tidak kecewa pokok jya
Sepadan dengan Harga:mantap"
salimah05,1,"Fitur Terbaik:gk bisa disambungkan ke bluetooth
Sepadan dengan Harga:no

Ini kenapa gk bisa nyambung yaa???
Kecewe oii"
kenarby19,5,"Bagus pokoknya, ini pesanan kedua n Alhamdulillah amanah, aman. Mkasih byk Seller. Maaf baru smpet mberikn penilaian"
dyompolly,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:murah

Barang bagus
Harga murah
Recommended
Maaf baru konfirmasi"
eva791,5,Diterima dengan baik..meski agak basa kardus nya kena hujan... Makasih seller... sudah fash respon ...🙏🏻🙏🏻
heruwiraatmaja,1,"Fitur Terbaik:mic tidak berfungsi, sudah di sampaikan ke seller. barang saat ini tidak terpakai"
r*****a,5,"Fitur Terbaik:baik
Sepadan dengan Harga:murah

Dengan harga segitu produk bagus pengiriman aman"
h*****l,5,"Produk datang dengan aman, semua berfungsi. Hanya mikrofon nya terlalu ndengung banget."
m*****r,5,I love it sesuai harga sesuai kualitas. Thankyu sorry for late accepment :)
kholidahzia09,5,Bagus bangettttt
tesarahma09,5,Bagusssa banget  kecil tapi suara kerasss kirain gede tapi gapapa sesuai dengan harga
revaepok,5,
snttauut,5,"Bagus banget speaker nya, keras juga suara nya, cuman gak bisa di pakek untuk radio gak ada sinyal nya, juga kabel USB nya gak cocok di pakek, selain itu baguss seler amanah, jangan ragu beli disini👍👍👍👍👍"
r*****y,1,"Jelek, blututbya rusak gabisa di kembalikan tokonya aneh tidak ramah"
siti.minarsih,5,"Fitur Terbaik:bagus suara nyaring
Sepadan dengan Harga:sesuai"
svvwj827ad,4,"Maaf baru kasih ulasan,  soalnya nunggu bisa apa gk nya. 

Ternyata bagus,  suaranya kencang sekali."
4*****2,4,Sepadan dengan Harga:sepadan dengan harga tapi kalo bisa dibungkusnya yang aman soalnya micnya pecah tp masih berfungsi....repot kalo harus dikembalikan
7nf2jemqx9,5,"Trmkasih pesanan dah nyampek,cepet bgt,kurir jg ramah,brg normal semua,recomended bgt."
_adawiyyahskincare,5,"Sepadan dengan Harga:wort it lah
Fitur Terbaik:baik

Suara oke ,cuma agak sedikit patah di bagian bawah sama tombol mode nya agak masuk ke dalem"
n*****8,5,"Dengan harga segitu, udah jos lah.. mudah dibawa kemana-mana. Rekomended pokoknya"
dpg1pvq0j1,5,"Fitur Terbaik:bagus...
Sepadan dengan Harga:baik..udah 2x order disini"
rofieckcross,4,"Sepadan dengan Harga:sesuai dgn hrgs
Fitur Terbaik:sangat bagus

Barang sesuai dgn pesanan kondisi sangat memuaskan"
hazlinda140495,5,"Fitur Terbaik:baik

Mkasih kak, barangnya sudah tiba dan sesuai"
aina_jaebum,5,"Produknya bagus sesuai dengan harga😊
Barangnya berfungsi dengan  baik.😊"
rizkianindita923,3,"lumayan bagus, tapi sayang baterai nya cepat habis"
uuskhasana989,4,"Sepadan dengan Harga:ya

Sangat mudah dibawah kemana"". Mungil..."
a*****6,5,"Mantappp poll😊
Thanks kak🙏😍"
akhmadmu90,5,"Bagus, normal, berfungsi semua"
g*****0,5,Bagusssss bangetttt🤩
q760501jvx,5,Brangnya bagus... Kualitas ok... Tks shopee
noviwidia236,5,"Fitur Terbaik:baik
Sepadan dengan Harga:sesuai

Alhamdulillah baik tampilannya bagus sesuai dengan harganya yang terjangkau dan kualitas yang bagus"
i*****7,5,
r*****p,5,
1705nurafifah,5,"Sepadan dengan Harga:iya

lumayan lah buat media pembelajaran"
u*****l,4,"Fitur Terbaik:baik
Sepadan dengan Harga:iya

Barang sdh dtag semoga cocok pengiriman cepat trimakasih"
khofifahifha22,5,"Sipppp,mantul.
Cumak mic nya kalo di buat nyanyi kemresek🤣🤣🤣
Rodok getiiing tapi separo😔😔"
59gs1r822m,5,"Fitur Terbaik:baik bgt
Sepadan dengan Harga:pas bangetttt

Ga nyesel pkoknya mah"
aniechandra399,5,Soundnya bgus kk n trimaksih jg mic nya
ratihlintangpurnama31,5,"Berfungsi dengan baik , pengiriman cepet bgt"
hoirul494,5,Sorryyy..sampe lupa keasyikan karaoke..brgnya ringan tp mantaafff..berfungsi smua..cm suara microfon agak gemrisik tp wajar dgn hrga sgitu..overall siippp..seller respon cepat..packing lumayan lah..ekspedisi joss..mksh..
gusesa0401,5,"Bagusss
Ringan banget speaker nya 
Makasii"
d*****9,5,"Keren banget makasih ya seller, next order lagi. Makasih banyak"
cnmob6b_ay,5,"Alhmdllh pkt udh nympe..brng smua normal dan nyala
Anaku suka q pun bhgia,pngrmnnya aj yg agk lma.tp gxpp..trmksh slr n shpy"
kastamon87,5,"Sepadan dengan Harga:lumayan berguna
Fitur Terbaik:baik

Untuk anak belajar bernyanyi"
ekawidya1810,5,"bagus bangt suara mantap, barang cepat nyampe alhamdulillah"
anikuntidar,5,"Fitur Terbaik:ok
Sepadan dengan Harga:mantap

Kualitas bagus,murah tapi tidak murahan,suara jernih,cocok untuk karaokean,,"
kasirnyacantik,5,"Fitur Terbaik:baik
Sepadan dengan Harga:sepadan

Karna harga bagus dan kwlitas baik,,semoga tambah amanah agar tetp bisa berlangganan disini"
b*****1,5,"Fitur Terbaik:oke
Sepadan dengan Harga:iya

Suaranya bagus. Sesuai dengan harga, memuaskan. Pengiriman cepat. Terimakasih"
aghnia2putri4yah,4,"Fitur Terbaik:bagus
Sepadan dengan Harga:murah

Makasih barang sudah sampai harga terjangkau semua nya berfungsi dengan baik, makasih"
mamaeazriel,5,"Fitur Terbaik:berfungsi dengan baik
Sepadan dengan Harga:iya

Barang bagus dan berfungsi dengan baik, sesuai dengan harga.."
eikaachmad,5,"Fitur Terbaik:ok
Sepadan dengan Harga:murrahh

Cepat respon penjual barang sudah diterima dalam keadaan baik..terimakasih penjual"
mohammad_sifak,5,"Fitur Terbaik:baik
Sepadan dengan Harga:terjangkau

Suka banget dengan barangnya sangat amanah. Semoga terus amanah iya kakak"
mahendhipasca,5,Alhamdulillah barangnya bagus .. adekku seneng banget . Harganya juga murah tapi barangnya ga murahan . Pengirimannya termasuk cepat juga.
simpansaja55,5,"Fitur Terbaik:enak
Sepadan dengan Harga:lumayan

Mik nya bisa digunakan. Suara juga lumayan kencang"
i*****3,5,"Belum aku buka, tapi pengemasan aman, harga murah, mudah-mudahan kualitasnya baik."
zubair_pets,3,"Sepadan dengan Harga:iya
Fitur Terbaik:lumayan

Ada retak sedikit di bagian atas"
ismawaty151,1,"Udh 2kali beli di sini, tp pas yg ke3 kalinya barangnya rusak, sedih banget 😭 jadi harus ganti rugi barang pesenan orang, maaf kak lain kali barangnya di periksa baik"" dulu biar gak kejadian gini😭 kecewa banget 🙏🥲"
indriekamelinda,5,"Fitur Terbaik:baikkk
Sepadan dengan Harga:lumayan

barang baguss"
r*****9,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:iya

Suaranya enak"
azizahalif12,5,Bwagusss banget... Suara juga berfungsi dengan baik 🙏🙏🙏🥰
avitarastyana,5,
riccaemilda82,5,
ratih1610,4,"Sepadan dengan Harga:lumayan
Fitur Terbaik:ok

Barang setelah d cek ternyata son bagian dalamnya copot kak. Apa karena jasa pengiriman atau memang copot ya."
arsyaazzahrro,5,top banget beli disini .. semuanya fungsi dengan baik .. dan ini sudah pembelian yg kedua .. trima kasih seller ..
masruroh_amin,5,"Bagus
Cocok
Pengiriman cepat
Pengemasan juga bagus
Sip banget"
g4zka4rrz3,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:sesuai dengan harga

Alhamdulillah sampai dengan cepat dan ga ada yg cacat sama sekali terima kasi"
farputri,5,"Maaf foto sma vidionya beda, tpi ga ragu si beli disini, murah tpi bagua jga, pengirimannya jga cepet, makasih bgt seller❤❤❤❤❤❤❤❤❤"
r*****i,4,"Baik, brng bagus,oke lah untuk ukuran ny"
iramai08,5,"Sepadan dengan Harga:mantul bagus
Fitur Terbaik:iya bagus semua

Cocok buat ngelatih anak nyanyian 🤣"
p*****n,5,"Harganya murah
Tapi nggak murahan

Pengiriman cepat

Semuanya berfungsi dengan baik

Makasih seller
Makasih babang kurir
Makasih shopee"
saidatutdaroini,5,"Barang baguss , suara juga okee"
t*****4,5,"Fitur Terbaik:iya
Sepadan dengan Harga:iya

Berfungsi sebagaimana mestinya. Dan pengemasan sangat baik"
zx8jy50uca,5,"Sepadan dengan Harga:terjangkau
Fitur Terbaik:bagus

Sudah sampai barangnya dn sepadan dg harganya dpt diskon pula makasih"
ekosm,5,Makasih barang sudah datang dengan aman dan packing rapi. semoga tetap amanah ya kak.
kyrieirvingjr,5,"Fitur Terbaik:baguss
Sepadan dengan Harga:sepadan dengan harga

Such a amazing sound system"
nailarohmaniyatul1605,5,"Berfungsi dengan baik pastinya, mntap deh pokoknya👍🏼🤩"
khurotulainibintang,5,"Barang datang malem2 kirain kang paket apa😄dg hrga segitu murah kualitas baik,kang paket jg ramah"
l*****a,5,"Harga sesuai... Kuliatas oke, harga segitu pas pokok.. sip mantap."
f*****0,5,"Fitur Terbaik:baik
Sepadan dengan Harga:terjangkau

Belum dicoba insyaallah syuka"
agutian_17,5,"Fitur Terbaik:baik
Sepadan dengan Harga:45000

Barang sesuai suara lumayan bagus 👍👍"
n*****4,5,"lumayan  buat mainan anak2,,,,,,,,baguuuuuus,,,,   anak heppy"
a*****h,4,"Bagus, cuma tombol volume tidak berfungsi dengan baik. Lumayanlah"
emon1226,5,bagus sih . cuma peganganya patah sebelah .
j*****a,5,"Fitur Terbaik:maybe
Sepadan dengan Harga:oke lahh ya

Buat harga segitu oke lah yaa ga bisa berharap lebih tapi baguss bgt cuma ga tau gmn cara pakai nya mungkin seller nya bisa di kasih tutorial hehehehe 🤭👍❤️❤️❤️"
haryantiikawati,5,Cuma bintang yg bisa bicara
irma_almahyra1,5,"Fitur Terbaik:baguss
Sepadan dengan Harga:sepadan banget sm harganya. ini sih murah malahan

semoga awet, dn toko selalu amanah"
n*****m,4,"Fitur Terbaik:bisa buat nyanyi
Sepadan dengan Harga:yaps

barangnya sudah datang dan pertama coba pakai bluetooth di hp, ehh suaranya putus” terus sempet ngajuin pengembalian, terus coba lagi pakai bluetooth di laptop dan bisa, suara nya bagus banget, cuman agak ngga enak untuk suara mic nya"
wahyusattio,5,
3*****z,5,"Fitur Terbaik:baik

Harganya murah .... berfungsi baik.... tapi saya coba bluetoothnya pke hp belum nyambung....entah sayanya yg kurang paham tidak tau...tp baguslah...anak2 saya suka....terimakasih....tp kurangnya pengirimannya agak lambat.... tp gpp saya maklum...tp begitu dikirim besoknya langsung sampai"
s*****o,5,"Fitur Terbaik:baik
Sepadan dengan Harga:iya

Sesui bagus dan alhmdulillh bisa nyala dengn norml,meskipun di pengmsn agak lama tp respon pnjual sngt baik saat di chat,trimksh kak perthn kn trus dan semoga brg ny awet"
yxvb7l9ilk,5,"Pengiriman cepat,,cakep bnget,,order yg ke 3 aman dan gk ada masalah apapun👍👍👍👍👍pertahankan"
arinarini449,3,Fitur Terbaik:maaf y kak tapi kenapa ini gak bisa gk nyambung ke hp
adigunawan2108,5,"Sangat rekomen, berfungsi dengan sangat baik, kualitas sangat baik, trimakasi"
selydasa,5,"Mkasih Ya , pas Buat Nyanyi²"
alifahestynuraini,5,"Fitur Terbaik:Baik semuaa
Sepadan dengan Harga:iy

mmaf baru sempet komen wortit lah degan harga segini gk sempet motoin soalnya udh di  pakai"
khozinur_r,5,Mantabb wez  sesuai pesanan dan sudah langganan meskipun sekarang packingnya tanpa bublerap  aman² saja
carisma476,4,"Fitur Terbaik:g ada yang cacat smua berfungsi normal suara kuenceng bgt hehee

sesuai harga dong harga segitu dapet begini udah joz banget"
noviaaaaapp11,5,"Thx seller paket mendarat dengan selamat, packing aman. Semoga seller selalu amanah dan dilancarkan rejekinya aamiin"
dalisha_shop21,5,Fitur Terbaik:bagus..anak saya suka
e*****a,5,"Fitur Terbaik:oke
Sepadan dengan Harga:iya

Alhamdulillah paketnya sdh diterima.... sesuai pesanan 
. bagus banget... dan sesuai harga"
dedecknail,5,"Fitur Terbaik:bagus .baik..
Sepadan dengan Harga:harga cukup terjangkau

Barang bagus . Dan  kualitas x jgk oke"
618h3ifl71,5,Paket dtg dg slamat g ada yg cacat..CPT bgt..seller ramah kurir top bgt pdhl overloud..mkasih
eceppalembang,5,"Fitur Terbaik:sangat baik
Sepadan dengan Harga:oke lah

Terima kasih kk...barang nya sampe dengan baik."
firda.ningrum89,5,"Barang datang sesuai pesanan mic brfungsi dengan baik lengkap tidak ada yg rusak...
Btw speakernya ringan bgt ternyata🤭"
wahyonowahyono771,5,"Fitur Terbaik:mantap ..
Sepadan dengan Harga:sesuai dengan harganya

Pesanan cepat sampai barang Bagus dan mantap.."
yayuk_andayani,5,Kedua kalinya beli ini😁kualitas bagus dengan harga yang semurah ini🤩pengiriman cepat pengemasan juga aman👍
